,age,job,marital,education,default,housing,loan,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
9639,41,services,divorced,basic.9y,no,yes,no,may,wed,189,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
9640,35,blue-collar,married,basic.9y,no,yes,yes,jun,thu,97,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
9641,52,technician,married,basic.6y,unknown,no,no,may,thu,498,1,12,1,success,-1.8,92.893,-46.2,1.266,5099.1,no
9642,46,blue-collar,married,basic.9y,no,no,no,jun,wed,92,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
9643,54,housemaid,married,professional.course,no,yes,yes,aug,thu,243,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
9644,32,admin.,single,university.degree,no,yes,no,aug,thu,1871,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
9645,40,technician,single,university.degree,no,no,yes,aug,fri,140,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
9646,38,blue-collar,single,basic.4y,no,yes,no,may,wed,203,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
9647,37,technician,single,university.degree,no,no,no,may,wed,494,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
9648,51,unemployed,married,high.school,no,no,no,may,mon,14,5,3,1,success,-1.8,92.893,-46.2,1.354,5099.1,no
9649,39,admin.,married,university.degree,no,yes,no,jul,mon,72,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
9650,39,blue-collar,single,professional.course,no,no,no,may,fri,128,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
9651,27,technician,divorced,professional.course,no,yes,no,jul,wed,243,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
9652,36,admin.,married,university.degree,unknown,no,no,jul,fri,135,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
9653,44,management,married,high.school,unknown,yes,no,jul,mon,102,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
9654,34,admin.,single,university.degree,no,yes,no,aug,mon,217,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
9655,39,blue-collar,married,basic.9y,no,no,no,apr,thu,73,1,999,1,failure,-1.8,93.075,-47.1,1.483,5099.1,no
9656,37,services,single,high.school,no,no,no,jul,tue,108,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
9657,40,admin.,married,professional.course,unknown,no,no,apr,mon,98,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
9658,48,admin.,single,university.degree,no,yes,yes,jul,tue,80,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
9659,45,management,married,high.school,unknown,yes,no,aug,wed,228,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
9660,37,blue-collar,divorced,basic.9y,no,yes,no,jul,fri,383,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
9661,42,technician,single,basic.9y,no,yes,no,may,wed,99,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
9662,57,retired,married,basic.4y,no,no,no,aug,mon,177,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
9663,46,blue-collar,unknown,unknown,no,no,no,may,thu,162,7,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
9664,34,technician,married,university.degree,no,no,yes,may,wed,217,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
9665,32,blue-collar,single,basic.9y,no,yes,no,jun,wed,75,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
9666,40,housemaid,divorced,high.school,no,no,no,may,fri,188,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
9667,19,student,single,high.school,no,yes,no,dec,thu,110,2,999,3,failure,-3,92.713,-33,0.712,5023.5,no
9668,40,blue-collar,single,basic.6y,unknown,no,no,apr,fri,289,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
9669,40,housemaid,single,university.degree,no,no,no,may,tue,160,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
9670,33,blue-collar,married,basic.4y,no,no,no,apr,fri,95,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
9671,47,blue-collar,married,professional.course,no,yes,no,apr,tue,225,4,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1,no
9672,36,admin.,married,university.degree,no,no,no,aug,wed,212,7,6,1,success,-1.7,94.027,-38.3,0.894,4991.6,no
9673,44,blue-collar,married,basic.4y,unknown,no,yes,may,wed,218,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
9674,35,admin.,married,university.degree,no,yes,no,sep,wed,7,1,999,0,nonexistent,-1.1,94.199,-37.5,0.876,4963.6,no
9675,51,management,married,university.degree,no,yes,no,may,fri,317,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
9676,50,blue-collar,married,high.school,unknown,no,no,may,mon,326,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
9677,38,admin.,married,basic.9y,unknown,no,no,jun,mon,63,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
9678,31,admin.,single,university.degree,no,yes,yes,may,wed,174,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
9679,30,admin.,married,university.degree,no,no,no,jul,fri,483,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
9680,30,admin.,married,university.degree,no,yes,no,oct,wed,196,2,999,0,nonexistent,-3.4,92.431,-26.9,0.735,5017.5,no
9681,37,self-employed,single,university.degree,unknown,yes,no,may,fri,179,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
9682,54,services,married,high.school,unknown,no,no,jul,thu,105,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
9683,39,technician,married,university.degree,no,yes,no,apr,fri,492,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
9684,31,services,single,high.school,no,no,no,nov,thu,140,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
9685,33,blue-collar,married,basic.4y,no,no,no,nov,wed,419,5,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
9686,28,services,married,high.school,no,yes,no,jul,thu,69,6,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
9687,28,technician,married,professional.course,no,yes,no,jul,tue,280,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
9688,42,management,married,university.degree,unknown,no,no,aug,tue,217,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
9689,35,blue-collar,married,basic.6y,no,yes,no,nov,tue,372,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
9690,41,housemaid,married,university.degree,unknown,no,no,may,fri,104,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
9691,51,admin.,married,university.degree,no,no,yes,nov,fri,220,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
9692,34,technician,married,basic.9y,no,yes,no,may,mon,35,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
9693,31,technician,single,professional.course,no,yes,no,oct,tue,54,1,999,1,failure,-1.1,94.601,-49.5,0.982,4963.6,no
9694,39,admin.,single,high.school,no,no,no,jul,thu,97,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
9695,58,admin.,single,university.degree,no,no,no,aug,thu,96,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
9696,43,entrepreneur,married,basic.6y,no,yes,no,may,mon,195,3,999,1,failure,-1.8,92.893,-46.2,1.354,5099.1,no
9697,30,admin.,married,university.degree,no,yes,no,may,fri,242,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
9698,41,unemployed,divorced,high.school,no,no,no,jun,tue,175,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
9699,29,services,single,high.school,no,yes,no,may,wed,240,3,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
9700,44,management,married,university.degree,no,yes,yes,jul,wed,43,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
9701,48,self-employed,divorced,high.school,no,yes,no,nov,mon,82,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
9702,58,retired,married,high.school,no,no,no,nov,mon,34,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
9703,45,self-employed,married,high.school,no,yes,no,may,thu,21,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
9704,23,management,single,university.degree,no,no,yes,jul,thu,49,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
9705,58,technician,married,high.school,no,yes,no,aug,thu,260,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
9706,40,blue-collar,married,basic.4y,unknown,yes,no,jul,thu,67,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
9707,23,blue-collar,married,basic.6y,unknown,no,no,may,tue,8,8,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
9708,36,technician,married,basic.9y,no,yes,no,apr,mon,419,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
9709,24,services,single,high.school,no,yes,yes,jun,mon,183,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
9710,44,blue-collar,married,basic.4y,unknown,yes,yes,jun,mon,165,4,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
9711,44,blue-collar,married,basic.4y,unknown,no,no,may,tue,659,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
9712,36,technician,married,professional.course,no,no,no,jun,mon,151,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
9713,36,technician,married,university.degree,no,yes,no,aug,tue,156,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
9714,36,technician,married,university.degree,no,yes,no,may,mon,277,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
9715,49,blue-collar,divorced,high.school,no,yes,no,may,wed,204,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
9716,36,admin.,married,university.degree,no,no,no,nov,wed,64,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
9717,39,admin.,married,university.degree,no,no,no,jun,thu,93,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
9718,31,services,married,high.school,no,no,no,jul,mon,650,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
9719,31,technician,divorced,high.school,no,no,no,aug,mon,50,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
9720,45,blue-collar,divorced,basic.9y,no,no,no,may,wed,1162,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
9721,44,housemaid,married,basic.4y,unknown,yes,no,jul,wed,103,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
9722,27,blue-collar,married,basic.9y,unknown,yes,yes,jul,mon,119,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
9723,43,technician,divorced,professional.course,unknown,yes,no,apr,mon,18,5,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
9724,49,admin.,married,university.degree,no,no,no,jul,fri,44,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
9725,47,unemployed,married,professional.course,unknown,yes,yes,aug,tue,100,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
9726,29,technician,married,professional.course,no,no,no,jul,wed,290,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
9727,51,entrepreneur,married,university.degree,no,yes,no,nov,mon,89,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
9728,46,self-employed,married,university.degree,no,no,yes,jul,tue,1220,12,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
9729,33,blue-collar,single,university.degree,no,yes,yes,may,wed,389,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
9730,54,management,married,high.school,unknown,no,no,may,mon,229,5,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
9731,76,retired,married,basic.4y,no,no,no,aug,wed,331,2,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,no
9732,30,technician,single,high.school,unknown,no,no,aug,mon,481,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
9733,30,admin.,married,high.school,no,no,no,jun,mon,439,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
9734,35,admin.,single,high.school,no,yes,no,may,mon,338,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
9735,39,admin.,single,university.degree,unknown,no,no,may,tue,125,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
9736,38,services,married,high.school,unknown,yes,no,jun,mon,25,7,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
9737,42,admin.,married,high.school,no,no,yes,jun,mon,218,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
9738,32,housemaid,married,basic.4y,no,yes,yes,may,fri,340,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
9739,50,unemployed,married,high.school,unknown,yes,no,aug,wed,344,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
9740,32,admin.,married,university.degree,no,no,no,may,thu,366,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
9741,51,blue-collar,married,basic.9y,unknown,no,no,aug,thu,187,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
9742,31,unemployed,married,high.school,no,no,yes,nov,fri,94,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
9743,28,self-employed,single,university.degree,no,yes,no,apr,mon,187,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
9744,47,blue-collar,divorced,basic.9y,unknown,yes,no,may,wed,30,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
9745,34,blue-collar,single,high.school,unknown,no,yes,may,wed,256,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
9746,57,blue-collar,married,basic.9y,no,yes,no,may,fri,248,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
9747,32,admin.,married,high.school,no,yes,no,jun,thu,423,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
9748,51,blue-collar,married,basic.9y,unknown,no,no,jun,wed,119,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
9749,47,technician,married,professional.course,no,yes,no,jul,fri,165,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
9750,58,retired,married,basic.4y,unknown,no,no,jul,tue,70,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
9751,44,admin.,single,university.degree,no,yes,no,apr,fri,395,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
9752,42,blue-collar,married,basic.4y,no,no,no,may,wed,51,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
9753,56,blue-collar,married,basic.4y,unknown,yes,yes,may,mon,115,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
9754,40,technician,single,high.school,no,yes,no,aug,fri,73,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
9755,59,retired,married,unknown,unknown,yes,no,jun,thu,235,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
9756,35,technician,single,professional.course,no,yes,yes,may,thu,150,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
9757,39,unemployed,single,basic.9y,unknown,yes,no,may,tue,405,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
9758,53,blue-collar,married,basic.4y,unknown,no,no,may,wed,559,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
9759,29,technician,single,professional.course,no,yes,yes,aug,wed,162,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
9760,38,management,married,high.school,no,yes,no,may,thu,224,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
9761,47,blue-collar,married,basic.4y,no,no,no,jul,wed,127,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
9762,50,technician,single,university.degree,no,no,no,jul,tue,179,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
9763,45,services,married,high.school,no,no,no,may,tue,229,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
9764,52,admin.,divorced,unknown,no,no,no,aug,tue,228,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
9765,51,admin.,married,high.school,no,no,no,jun,fri,308,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9766,51,blue-collar,married,basic.4y,unknown,no,no,jul,mon,200,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
9767,32,services,married,high.school,no,yes,yes,may,wed,184,9,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
9768,36,admin.,married,university.degree,no,yes,no,aug,mon,258,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
9769,53,technician,married,professional.course,no,yes,no,aug,thu,100,1,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,no
9770,44,blue-collar,married,basic.9y,no,yes,no,may,thu,480,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
9771,55,blue-collar,married,basic.4y,unknown,yes,no,may,mon,413,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
9772,38,unknown,married,unknown,no,yes,no,aug,thu,44,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
9773,52,unemployed,divorced,high.school,no,yes,yes,aug,tue,99,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
9774,57,admin.,married,unknown,no,yes,no,aug,mon,101,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
9775,33,admin.,divorced,high.school,no,no,no,mar,thu,41,2,999,0,nonexistent,-1.8,92.843,-50,1.757,5099.1,no
9776,35,admin.,married,university.degree,no,no,no,nov,thu,533,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
9777,29,blue-collar,divorced,basic.9y,no,yes,yes,may,wed,444,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
9778,31,admin.,married,university.degree,unknown,yes,no,aug,mon,155,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
9779,25,blue-collar,single,high.school,no,yes,no,may,fri,139,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
9780,45,admin.,single,university.degree,no,yes,no,aug,wed,25,12,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
9781,32,management,single,university.degree,no,no,no,mar,mon,93,2,999,1,failure,-1.8,92.843,-50,1.703,5099.1,no
9782,29,management,married,university.degree,no,yes,no,nov,wed,199,1,9,1,success,-3.4,92.649,-30.1,0.719,5017.5,no
9783,40,services,married,basic.4y,unknown,yes,no,may,fri,237,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
9784,40,housemaid,single,university.degree,no,no,yes,may,wed,502,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
9785,37,blue-collar,married,basic.6y,no,no,no,may,fri,78,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
9786,38,admin.,single,university.degree,unknown,yes,yes,may,thu,221,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
9787,52,admin.,married,high.school,no,yes,no,jul,fri,89,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
9788,32,blue-collar,married,basic.9y,no,yes,no,apr,fri,224,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no
9789,56,blue-collar,unknown,basic.4y,no,no,no,apr,fri,422,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
9790,32,blue-collar,married,basic.9y,no,no,no,may,wed,170,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
9791,34,services,divorced,high.school,no,no,yes,jul,tue,101,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
9792,40,blue-collar,married,basic.9y,unknown,yes,no,may,wed,113,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
9793,33,entrepreneur,married,university.degree,no,yes,no,may,fri,135,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
9794,54,technician,married,professional.course,no,yes,yes,nov,wed,46,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
9795,30,blue-collar,single,high.school,no,no,no,may,fri,76,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
9796,37,blue-collar,married,basic.9y,no,no,no,may,fri,612,3,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
9797,31,services,single,high.school,no,no,no,may,tue,206,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
9798,66,housemaid,married,basic.4y,no,no,yes,jul,tue,296,1,999,1,failure,-1.7,94.215,-40.3,0.876,4991.6,no
9799,34,admin.,single,high.school,no,no,no,may,mon,52,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
9800,43,blue-collar,married,high.school,unknown,no,no,jul,mon,339,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
9801,34,technician,divorced,university.degree,no,no,no,jul,thu,91,10,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
9802,37,admin.,married,university.degree,no,no,no,aug,wed,426,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
9803,30,blue-collar,single,professional.course,no,no,no,may,tue,165,1,999,1,failure,-1.8,93.876,-40,0.668,5008.7,no
9804,27,services,single,high.school,unknown,yes,no,may,wed,124,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
9805,33,services,divorced,high.school,no,no,yes,apr,fri,119,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no
9806,50,technician,married,professional.course,no,yes,no,jul,thu,143,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
9807,45,blue-collar,married,basic.9y,unknown,no,no,jun,thu,232,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
9808,32,management,divorced,basic.4y,unknown,yes,no,may,mon,127,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
9809,41,technician,married,professional.course,no,no,no,aug,wed,154,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
9810,28,blue-collar,married,basic.9y,unknown,no,no,may,thu,92,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
9811,58,blue-collar,married,basic.6y,unknown,no,no,jun,mon,80,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
9812,43,blue-collar,single,professional.course,no,no,no,may,mon,375,3,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
9813,38,admin.,married,university.degree,no,no,yes,nov,mon,337,3,999,0,nonexistent,-3.4,92.649,-30.1,0.719,5017.5,no
9814,29,self-employed,single,university.degree,no,no,yes,nov,mon,378,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
9815,36,blue-collar,married,basic.9y,unknown,yes,no,may,thu,140,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
9816,40,blue-collar,married,basic.6y,unknown,yes,no,may,tue,481,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
9817,32,management,married,university.degree,no,yes,no,aug,wed,343,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
9818,59,management,married,university.degree,no,yes,no,aug,wed,77,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
9819,24,services,single,high.school,no,no,no,may,wed,111,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
9820,29,blue-collar,single,basic.9y,no,unknown,unknown,jun,fri,158,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
9821,35,blue-collar,married,basic.9y,no,yes,no,may,tue,106,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
9822,52,self-employed,married,university.degree,no,no,no,may,fri,61,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
9823,34,blue-collar,married,basic.9y,no,yes,no,may,tue,332,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
9824,30,services,married,high.school,no,yes,no,jun,fri,51,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9825,54,blue-collar,married,basic.9y,no,yes,no,aug,fri,129,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
9826,42,services,married,high.school,no,yes,yes,jun,fri,26,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9827,43,technician,divorced,professional.course,unknown,yes,no,apr,mon,104,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
9828,36,entrepreneur,single,university.degree,no,yes,yes,may,tue,347,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
9829,38,blue-collar,married,professional.course,no,yes,no,may,wed,143,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
9830,32,admin.,single,university.degree,no,no,no,jul,thu,792,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
9831,33,technician,married,high.school,unknown,yes,no,jun,mon,119,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
9832,47,admin.,married,university.degree,no,no,no,jun,fri,143,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
9833,39,technician,single,university.degree,no,yes,no,aug,mon,112,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
9834,32,admin.,married,university.degree,no,yes,no,aug,tue,126,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
9835,32,blue-collar,married,basic.9y,no,no,no,may,tue,214,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
9836,28,admin.,married,university.degree,no,no,no,jun,fri,819,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
9837,36,blue-collar,married,basic.4y,no,yes,no,may,tue,360,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
9838,35,admin.,married,university.degree,no,no,no,apr,fri,203,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
9839,58,technician,divorced,basic.9y,no,no,no,nov,thu,178,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
9840,44,services,divorced,high.school,no,yes,no,jul,mon,158,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
9841,36,blue-collar,married,basic.9y,no,no,no,may,tue,395,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
9842,56,services,married,basic.4y,no,yes,yes,apr,mon,15,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
9843,30,admin.,single,university.degree,no,no,no,jun,fri,92,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,no
9844,33,technician,single,university.degree,no,no,no,nov,mon,69,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
9845,37,admin.,married,high.school,no,yes,no,nov,fri,136,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,no
9846,31,services,single,university.degree,unknown,unknown,unknown,nov,fri,83,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
